,Date,Instrument,GICS Sector,BUY_SELL,Probability
1378,2020-02-13,WST,Health Care,SELL,0.4837813420083045
1379,2020-02-13,FIS,Information Technology,BUY,0.5094536204584722
1380,2020-02-13,PEP,Consumer Staples,SELL,0.3903837090371822
1381,2020-02-13,GNRC,Industrials,BUY,0.504177043799454
1382,2020-02-13,HII,Industrials,BUY,0.5125473525115701
1383,2020-02-14,NWL,Consumer Discretionary,BUY,0.5057764199215465
1384,2020-02-14,PPL,Utilities,BUY,0.5104493897461212
1385,2020-02-18,AWK,Utilities,BUY,0.5028787606493689
1386,2020-02-18,VMC,Materials,SELL,0.4842718147614181
1387,2020-02-18,VNO,Real Estate,SELL,0.45466839402208786
1388,2020-02-18,LDOS,Industrials,SELL,0.4818585015985502
1389,2020-02-18,ECL,Materials,SELL,0.4875811697024844
1390,2020-02-18,EXPD,Industrials,BUY,0.5108434764865275
1391,2020-02-18,EXR,Real Estate,SELL,0.47405442002511494
1392,2020-02-18,ALLE,Industrials,BUY,0.511623974098745
1393,2020-02-18,FANG,Energy,SELL,0.3485257799133486
1394,2020-02-18,A,Health Care,SELL,0.47839214265757124
1395,2020-02-18,MDT,Health Care,SELL,0.4824957498890196
1396,2020-02-18,ENPH,Information Technology,BUY,0.56945969121817
1397,2020-02-18,AAP,Consumer Discretionary,BUY,0.5062577298683444
1398,2020-02-18,WAB,Industrials,BUY,0.5084658617069825
1399,2020-02-18,WMT,Consumer Staples,SELL,0.4007930711507474
1400,2020-02-18,DVN,Energy,SELL,0.28095164972737463
1401,2020-02-18,VRSK,Industrials,BUY,0.5088103965871705
1402,2020-02-19,GPC,Consumer Discretionary,BUY,0.5071277329489129
1403,2020-02-19,ADI,Information Technology,BUY,0.5142266993372736
1404,2020-02-19,SNPS,Information Technology,BUY,0.5202094741232419
1405,2020-02-19,PXD,Energy,SELL,0.32542382750469384
1406,2020-02-19,HST,Real Estate,SELL,0.43394660644062083
1407,2020-02-19,DISH,Communication Services,SELL,0.4896242456379968
1408,2020-02-19,MOS,Materials,SELL,0.4844959034868774
1409,2020-02-19,O,Real Estate,SELL,0.4548873512959903
1410,2020-02-19,CPRT,Industrials,SELL,0.49660511101517274
1411,2020-02-19,WMB,Energy,SELL,0.3234126411166067
1412,2020-02-19,ES,Utilities,BUY,0.5142627902007018
1413,2020-02-19,ETR,Utilities,BUY,0.5074548825396739
1414,2020-02-19,GRMN,Consumer Discretionary,BUY,0.5057799912792362
1415,2020-02-19,ALB,Materials,BUY,0.5008821527524937
1416,2020-02-20,SO,Utilities,BUY,0.5031785912277816
1417,2020-02-20,DPZ,Consumer Discretionary,BUY,0.517333452660327
1418,2020-02-20,SBAC,Real Estate,BUY,0.5128306140366368
1419,2020-02-20,COG,Energy,SELL,0.40001308806991626
1420,2020-02-20,LKQ,Consumer Discretionary,BUY,0.5008697091797554
1421,2020-02-20,ED,Utilities,BUY,0.506113215763027
1422,2020-02-20,AEP,Utilities,BUY,0.5013330077381906
1423,2020-02-20,LNT,Utilities,BUY,0.5130820283391944
1424,2020-02-20,HRL,Consumer Staples,SELL,0.3784650033530682
1425,2020-02-20,TFX,Health Care,SELL,0.4843850077482786
1426,2020-02-20,VIAC,Communication Services,BUY,0.5166720062590631
1427,2020-02-20,NEM,Materials,BUY,0.5017516671096977
1428,2020-02-20,VTR,Real Estate,SELL,0.43710715385692667
1429,2020-02-20,HSIC,Health Care,SELL,0.4796144729346629
1430,2020-02-20,NCLH,Consumer Discretionary,BUY,0.5021608555032065
1431,2020-02-21,DHR,Health Care,SELL,0.4902412263574733
1432,2020-02-21,PNW,Utilities,SELL,0.4996017132915357
1433,2020-02-21,DE,Industrials,BUY,0.516132293915862
1434,2020-02-24,BRK-B,Financials,BUY,0.5127986353658823
1435,2020-02-24,KEYS,Information Technology,BUY,0.5175994540626027
1436,2020-02-24,OKE,Energy,SELL,0.310347569304768
1437,2020-02-24,HPQ,Information Technology,BUY,0.5092677881733293
1438,2020-02-24,INTU,Information Technology,BUY,0.5097044267760527
1439,2020-02-25,AMT,Real Estate,BUY,0.5071240339243058
1440,2020-02-25,CRM,Information Technology,BUY,0.5151461274408765
1441,2020-02-25,PSA,Real Estate,SELL,0.45848078555227834
1442,2020-02-25,HD,Consumer Discretionary,BUY,0.5093231961217317
1443,2020-02-26,TJX,Consumer Discretionary,BUY,0.5081217277339358
1444,2020-02-26,AEE,Utilities,BUY,0.5017113055243646
1445,2020-02-26,MAR,Consumer Discretionary,BUY,0.5006648902955175
1446,2020-02-26,CZR,Consumer Discretionary,BUY,0.5025376794290137
1447,2020-02-26,BKNG,Consumer Discretionary,BUY,0.5012134106954312
1448,2020-02-26,LB,Consumer Discretionary,SELL,0.4931097574012125
1449,2020-02-26,SJM,Consumer Staples,SELL,0.34112827280288277
1450,2020-02-26,CCI,Real Estate,BUY,0.5008028704430476
1451,2020-02-26,ANSS,Information Technology,BUY,0.5224381332261931
1452,2020-02-26,PEG,Utilities,BUY,0.5313086943858827
1453,2020-02-26,ETSY,Consumer Discretionary,SELL,0.49885146094289806
1454,2020-02-26,LOW,Consumer Discretionary,BUY,0.5027197134079093
1455,2020-02-26,UHS,Health Care,SELL,0.4748198979379666
1456,2020-02-27,MNST,Consumer Staples,SELL,0.3945353279995232
1457,2020-02-27,BBY,Consumer Discretionary,SELL,0.47596961157364037
1458,2020-02-27,VTRS,Health Care,SELL,0.2587189445746006
1459,2020-02-27,DISCA,Communication Services,SELL,0.49525436530651445
1460,2020-02-27,DISCK,Communication Services,SELL,0.491003876822896
1461,2020-02-27,EOG,Energy,SELL,0.3819919696355823
1462,2020-02-27,NLSN,Industrials,BUY,0.5051482883467041
1463,2020-02-27,APA,Energy,SELL,0.31168393086937646
1464,2020-02-27,LYV,Communication Services,SELL,0.49171859304514554
1465,2020-02-27,CNP,Utilities,BUY,0.5279086310418428
1466,2020-02-27,CBRE,Real Estate,SELL,0.4765241438376557
1467,2020-02-27,OXY,Energy,SELL,0.3528222801132188
1468,2020-02-27,SRE,Utilities,BUY,0.5140391723222563
1469,2020-02-27,ADSK,Information Technology,BUY,0.5057244561203416
1470,2020-02-27,PRGO,Health Care,SELL,0.47486675318437416
1471,2020-02-27,EIX,Utilities,BUY,0.5055136103785245
1472,2020-02-27,PWR,Industrials,BUY,0.5168514307680183
1473,2020-02-28,AES,Utilities,BUY,0.5108336790934611
1474,2020-02-28,NI,Utilities,BUY,0.5121033702883449
1475,2020-03-02,EVRG,Utilities,SELL,0.4999413885791082
1476,2020-03-02,XRAY,Health Care,SELL,0.4784383739984252
1477,2020-03-02,PGR,Financials,BUY,0.5166518708587816
1478,2020-03-02,LIN,Materials,SELL,0.4874303348887409
1479,2020-03-03,ROST,Consumer Discretionary,BUY,0.504785160234998
1480,2020-03-03,AZO,Consumer Discretionary,BUY,0.5080581775766335
1481,2020-03-03,TGT,Consumer Discretionary,BUY,0.5176763699121577
1482,2020-03-03,HPE,Information Technology,BUY,0.543016694828438
1483,2020-03-04,CPB,Consumer Staples,SELL,0.3630106087875857
1484,2020-03-04,BF-B,Consumer Staples,SELL,0.4015577252657295
1485,2020-03-05,COST,Consumer Staples,SELL,0.42095614890489613
1486,2020-03-05,COO,Health Care,SELL,0.4776297066645717
1487,2020-03-05,KR,Consumer Staples,SELL,0.46325903326900364
1488,2020-03-12,GPS,Consumer Discretionary,BUY,0.5173467143266384
1489,2020-03-12,AVGO,Information Technology,BUY,0.5395625447024694
1490,2020-03-12,ADBE,Information Technology,BUY,0.5098223529129323
1491,2020-03-12,ORCL,Information Technology,BUY,0.5450632922940671
1492,2020-03-12,DG,Consumer Discretionary,BUY,0.5069755965463725
1493,2020-03-12,ULTA,Consumer Discretionary,BUY,0.5127214990696529
1494,2020-03-17,FDX,Industrials,BUY,0.5036852559337853
1495,2020-03-17,BAX,Health Care,SELL,0.47757874693282154
1496,2020-03-18,GIS,Consumer Staples,SELL,0.3681039991415589
1497,2020-03-19,LEN,Consumer Discretionary,BUY,0.5293435249044376
1498,2020-03-19,ACN,Information Technology,BUY,0.5272415564352891
1499,2020-03-19,DRI,Consumer Discretionary,BUY,0.5160922818080921
1500,2020-03-19,CTAS,Industrials,BUY,0.519218401236603
1501,2020-03-24,NKE,Consumer Discretionary,BUY,0.5114087547384859
1502,2020-03-24,INFO,Industrials,BUY,0.5184950723705678
1503,2020-03-25,MU,Information Technology,BUY,0.5193392156580338
1504,2020-03-25,PAYX,Information Technology,BUY,0.542335067919224
1505,2020-03-31,CAG,Consumer Staples,SELL,0.37150016487064863
1506,2020-03-31,MKC,Consumer Staples,SELL,0.3937556874826462
1507,2020-03-31,CCL,Consumer Discretionary,BUY,0.5148492628174315
1508,2020-04-01,LW,Consumer Staples,SELL,0.4570396751741066
1509,2020-04-01,PVH,Consumer Discretionary,BUY,0.5254261420479002
1510,2020-04-02,WBA,Consumer Staples,SELL,0.43543278664322527
1511,2020-04-02,KMX,Consumer Discretionary,BUY,0.5246690451154836
1512,2020-04-03,STZ,Consumer Staples,SELL,0.45009863211032664
1513,2020-04-14,JBHT,Industrials,BUY,0.5142972764312587
1514,2020-04-14,JNJ,Health Care,SELL,0.47747164352773974
1515,2020-04-14,FAST,Industrials,BUY,0.5106515263838325
1516,2020-04-14,FRC,Financials,BUY,0.5031944198682635
1517,2020-04-14,WFC,Financials,BUY,0.5485585975920247
1518,2020-04-14,JPM,Financials,BUY,0.5183038248659687
1519,2020-04-15,C,Financials,BUY,0.5643326905977389
1520,2020-04-15,PGR,Financials,BUY,0.5025981376739853
1521,2020-04-15,BAC,Financials,BUY,0.5519192689810171
1522,2020-04-15,UNH,Health Care,SELL,0.4872250169787092
1523,2020-04-15,USB,Financials,BUY,0.5486221715173084
1524,2020-04-15,PNC,Financials,BUY,0.5413872493737809
1525,2020-04-15,SCHW,Financials,BUY,0.5782705094598206
1526,2020-04-15,GS,Financials,BUY,0.5608696927329749
1527,2020-04-16,MS,Financials,BUY,0.5732614198442263
1528,2020-04-16,BK,Financials,BUY,0.5524647990471622
1529,2020-04-16,ABT,Health Care,SELL,0.48335028728031204
1530,2020-04-16,KEY,Financials,BUY,0.5676434320087254
1531,2020-04-16,BLK,Financials,BUY,0.5088059223920165
1532,2020-04-16,ISRG,Health Care,SELL,0.48961650019466574
1533,2020-04-17,RF,Financials,BUY,0.56608749642884
1534,2020-04-17,STT,Financials,BUY,0.5381827453502036
1535,2020-04-17,KSU,Industrials,BUY,0.5123514986135015
1536,2020-04-17,SLB,Energy,SELL,0.41181996230902923
1537,2020-04-17,CFG,Financials,BUY,0.5495415509694217
1538,2020-04-17,PG,Consumer Staples,SELL,0.37309515689939154
1539,2020-04-20,ZION,Financials,BUY,0.5635431415741019
1540,2020-04-20,EFX,Industrials,BUY,0.5131592454990461
1541,2020-04-20,MTB,Financials,BUY,0.5323320435072676
1542,2020-04-20,HAL,Energy,SELL,0.4325659735326986
1543,2020-04-20,IBM,Information Technology,BUY,0.5222995646780761
1544,2020-04-20,CDNS,Information Technology,BUY,0.5126749758395527
1545,2020-04-20,TFC,Financials,BUY,0.5734617062303557
1546,2020-04-21,TER,Information Technology,BUY,0.5225434166188542
1547,2020-04-21,NFLX,Communication Services,SELL,0.4910008535728446
1548,2020-04-21,WRB,Financials,SELL,0.49689492771926547
1549,2020-04-21,FITB,Financials,BUY,0.5570326635226039
1550,2020-04-21,PCAR,Industrials,BUY,0.5088046984021246
1551,2020-04-21,TXN,Information Technology,BUY,0.5208420320310851
1552,2020-04-21,DOV,Industrials,BUY,0.5235460104150045
1553,2020-04-21,NTRS,Financials,BUY,0.528611714670403
1554,2020-04-21,LMT,Industrials,BUY,0.5196809694617227
1555,2020-04-21,CB,Financials,BUY,0.5196754790440016
1556,2020-04-21,PLD,Real Estate,SELL,0.45332125883706453
1557,2020-04-21,EMR,Industrials,BUY,0.5259245309917854
1558,2020-04-21,SYF,Financials,BUY,0.5331587340455302
1559,2020-04-21,HCA,Health Care,SELL,0.4913661780584351
1560,2020-04-21,CMG,Consumer Discretionary,BUY,0.5046327794987562
1561,2020-04-21,CMA,Financials,BUY,0.5591048118346473
1562,2020-04-21,SNA,Industrials,BUY,0.515419227577977
1563,2020-04-21,TRV,Financials,BUY,0.5295116437054986
1564,2020-04-21,KO,Consumer Staples,SELL,0.4263132563856591
1565,2020-04-21,PM,Consumer Staples,SELL,0.4076920697263684
1566,2020-04-22,ORLY,Consumer Discretionary,BUY,0.5088651401366419
1567,2020-04-22,BIIB,Health Care,SELL,0.4820185771882444
1568,2020-04-22,STX,Information Technology,BUY,0.5230515647990841
1569,2020-04-22,KMI,Energy,SELL,0.330324900026864
1570,2020-04-22,TDY,Industrials,BUY,0.5155409037941634
1571,2020-04-22,DGX,Health Care,SELL,0.4819364352862403
1572,2020-04-22,NDAQ,Financials,BUY,0.5069225563937606
1573,2020-04-22,CSX,Industrials,BUY,0.5248328188314689
1574,2020-04-22,KMB,Consumer Staples,SELL,0.3719455613313622
1575,2020-04-22,LRCX,Information Technology,BUY,0.5245989607864153
1576,2020-04-22,XLNX,Information Technology,BUY,0.5180365346860482
1577,2020-04-22,BKR,Energy,BUY,0.5093135575898637
1578,2020-04-22,LVS,Consumer Discretionary,BUY,0.5105728978808673
1579,2020-04-22,TMO,Health Care,SELL,0.4833749789716208
1580,2020-04-22,APH,Information Technology,BUY,0.5290493007818271
1581,2020-04-22,DAL,Industrials,BUY,0.5220769798234158
1582,2020-04-22,DFS,Financials,BUY,0.5011703131042075
1583,2020-04-22,T,Communication Services,BUY,0.5033186975026855
1584,2020-04-22,GL,Financials,BUY,0.5291787062960227
1585,2020-04-23,HBAN,Financials,BUY,0.543642887125514
1586,2020-04-23,ALLE,Industrials,BUY,0.5191214342355175
1587,2020-04-23,POOL,Consumer Discretionary,BUY,0.5042591730253835
1588,2020-04-23,TSCO,Consumer Discretionary,BUY,0.5040686072896693
1589,2020-04-23,PHM,Consumer Discretionary,BUY,0.5354655728263522
1590,2020-04-23,NEE,Utilities,BUY,0.5080084218657437
1591,2020-04-23,COF,Financials,BUY,0.5229703468451488
1592,2020-04-23,SIVB,Financials,BUY,0.5272886224418084
1593,2020-04-23,GWW,Industrials,BUY,0.5175358425259587
1594,2020-04-23,IEX,Industrials,BUY,0.5120329321557753
1595,2020-04-23,INTC,Information Technology,BUY,0.5198019029440906
1596,2020-04-23,LLY,Health Care,SELL,0.48707032025923197
1597,2020-04-23,APD,Materials,SELL,0.4968523319209038
1598,2020-04-23,UNP,Industrials,BUY,0.5192733816399837
1599,2020-04-23,EW,Health Care,SELL,0.4838173983362104
1600,2020-04-23,RHI,Industrials,BUY,0.5334780934464347
1601,2020-04-23,MGM,Consumer Discretionary,BUY,0.5356141450296837
1602,2020-04-23,DPZ,Consumer Discretionary,BUY,0.5052014873700705
1603,2020-04-23,IVZ,Financials,BUY,0.5605601314492222
1604,2020-04-23,NVR,Consumer Discretionary,BUY,0.5115643457843513
1605,2020-04-23,WST,Health Care,SELL,0.48833613138465154
1606,2020-04-23,VRSN,Information Technology,BUY,0.5057904265205936
1607,2020-04-23,HSY,Consumer Staples,SELL,0.3812604050534555
1608,2020-04-23,FE,Utilities,BUY,0.5254223072826093
1609,2020-04-23,CTXS,Information Technology,BUY,0.5230950818495915
1610,2020-04-23,ODFL,Industrials,BUY,0.5069158647479157
1611,2020-04-24,AXP,Financials,BUY,0.52868285491521
1612,2020-04-24,FCX,Materials,BUY,0.5036951051245492
1613,2020-04-24,VZ,Communication Services,SELL,0.48601281371547267
1614,2020-04-24,PBCT,Financials,BUY,0.5695070502136315
1615,2020-04-27,CINF,Financials,SELL,0.4668666982006621
1616,2020-04-27,PPG,Materials,BUY,0.5164995123155488
1617,2020-04-27,NXPI,Information Technology,BUY,0.5193109431896086
1618,2020-04-27,PKG,Materials,BUY,0.5045968449243087
1619,2020-04-27,UHS,Health Care,SELL,0.4880927795750246
1620,2020-04-27,NOV,Energy,SELL,0.43271713863898376
1621,2020-04-27,CMS,Utilities,BUY,0.5247884136961358
1622,2020-04-27,ARE,Real Estate,SELL,0.4337998316972152
1623,2020-04-27,FFIV,Information Technology,BUY,0.5162936454056537
1624,2020-04-27,PFG,Financials,BUY,0.585567550286413
1625,2020-04-27,CE,Materials,BUY,0.5241593165016117
1626,2020-04-28,AKAM,Information Technology,BUY,0.5144185500204557
1627,2020-04-28,NUE,Materials,BUY,0.5081421085554717
1628,2020-04-28,JNPR,Information Technology,BUY,0.5186986087111016
1629,2020-04-28,MRK,Health Care,SELL,0.4768831185229693
1630,2020-04-28,PEP,Consumer Staples,SELL,0.3803164284228783
1631,2020-04-28,CNC,Health Care,SELL,0.47156826767744286
1632,2020-04-28,OKE,Energy,SELL,0.36281053832713517
1633,2020-04-28,DHI,Consumer Discretionary,BUY,0.5084120884180328
1634,2020-04-28,TEL,Information Technology,BUY,0.544723572710666
1635,2020-04-28,ROK,Industrials,BUY,0.5084903322448452
1636,2020-04-28,MMM,Industrials,BUY,0.5087859734986159
1637,2020-04-28,LUV,Industrials,BUY,0.5021587062978364
1638,2020-04-28,MDLZ,Consumer Staples,SELL,0.35683231216541117
1639,2020-04-28,TROW,Financials,BUY,0.5050910335160822
1640,2020-04-28,GOOGL,Communication Services,SELL,0.4904932618761043
1641,2020-04-28,ZBRA,Information Technology,BUY,0.5134076614505142
1642,2020-04-28,ROP,Industrials,BUY,0.5097481684398096
1643,2020-04-28,DXCM,Health Care,SELL,0.4835735483610771
1644,2020-04-28,ECL,Materials,SELL,0.4922719303874042
1645,2020-04-28,MPWR,Information Technology,BUY,0.5094082699906493
1646,2020-04-28,CMI,Industrials,BUY,0.5135728548089531
1647,2020-04-28,DTE,Utilities,BUY,0.5393176516122763
1648,2020-04-28,CHRW,Industrials,BUY,0.512513347342655
1649,2020-04-28,OMC,Communication Services,BUY,0.5134225518064759
1650,2020-04-28,PFE,Health Care,SELL,0.47525041191962136
1651,2020-04-28,UPS,Industrials,BUY,0.5033941329664026
1652,2020-04-28,AMD,Information Technology,BUY,0.5197521610649996
1653,2020-04-28,PAYC,Information Technology,BUY,0.5268127215569638
1654,2020-04-28,IQV,Health Care,SELL,0.4912673176917848
1655,2020-04-28,MXIM,Information Technology,BUY,0.5210293788845086
1656,2020-04-28,BXP,Real Estate,SELL,0.41790996019121013
1657,2020-04-28,CAT,Industrials,BUY,0.5155605366089772
1658,2020-04-28,MSCI,Financials,BUY,0.5346378574660281
1659,2020-04-28,GLW,Information Technology,BUY,0.5272896611570299
1660,2020-04-28,CERN,Health Care,SELL,0.4799801754755647
1661,2020-04-28,WAT,Health Care,SELL,0.4866463144980614
1662,2020-04-28,SBUX,Consumer Discretionary,BUY,0.5049217502037417
1663,2020-04-28,SPGI,Financials,BUY,0.520573360741676
1664,2020-04-29,ROL,Industrials,BUY,0.501049190941655
1665,2020-04-29,VLO,Energy,SELL,0.4502046819347003
1666,2020-04-29,URI,Industrials,BUY,0.5181263539046869
1667,2020-04-29,BA,Industrials,SELL,0.4992400348703142
1668,2020-04-29,SHW,Materials,SELL,0.4934294615640827
1669,2020-04-29,NSC,Industrials,BUY,0.5102459889468812
1670,2020-04-29,HIG,Financials,BUY,0.5534275092590499
1671,2020-04-29,NOW,Information Technology,BUY,0.5098383669638311
1672,2020-04-29,F,Consumer Discretionary,BUY,0.5209879018000961
1673,2020-04-29,CCI,Real Estate,SELL,0.4854428532409958
1674,2020-04-29,GD,Industrials,BUY,0.5251857314742744
1675,2020-04-29,GRMN,Consumer Discretionary,BUY,0.5016244804030296
1676,2020-04-29,AVY,Materials,BUY,0.5076204931704044
1677,2020-04-29,ALGN,Health Care,SELL,0.4855227921470734
1678,2020-04-29,HOLX,Health Care,SELL,0.48075622786887673
1679,2020-04-29,MA,Information Technology,BUY,0.5102171631506404
1680,2020-04-29,DRE,Real Estate,SELL,0.4537459813150291
1681,2020-04-29,TYL,Information Technology,BUY,0.5166909686519393
1682,2020-04-29,ADM,Consumer Staples,SELL,0.3788260252147452
1683,2020-04-29,RJF,Financials,BUY,0.5023757748493481
1684,2020-04-29,NOC,Industrials,BUY,0.5179667245079072
1685,2020-04-29,EBAY,Consumer Discretionary,BUY,0.5145450999638538
1686,2020-04-29,CME,Financials,BUY,0.5052717965592094
1687,2020-04-29,HUM,Health Care,SELL,0.48691849157129724
1688,2020-04-29,AMT,Real Estate,SELL,0.4752769795302839
1689,2020-04-29,ADP,Information Technology,BUY,0.5198140181845451
1690,2020-04-29,MKTX,Financials,BUY,0.5399355158088383
1691,2020-04-29,BSX,Health Care,SELL,0.48314429469685244
1692,2020-04-29,FB,Communication Services,SELL,0.4914295445154309
1693,2020-04-29,AFL,Financials,BUY,0.531384256447685
1694,2020-04-29,LH,Health Care,SELL,0.4847330749671261
1695,2020-04-29,PTC,Information Technology,BUY,0.5237105570585335
1696,2020-04-29,ANTM,Health Care,SELL,0.46896501937580415
1697,2020-04-29,TSLA,Consumer Discretionary,BUY,0.5115918725281976
1698,2020-04-29,QCOM,Information Technology,BUY,0.5189996295126302
1699,2020-04-29,VRTX,Health Care,SELL,0.4881865511631011
1700,2020-04-29,YUM,Consumer Discretionary,BUY,0.5023897818691694
1701,2020-04-29,MSFT,Information Technology,BUY,0.5191448625079904
1702,2020-04-29,GE,Industrials,BUY,0.5228032788093171
1703,2020-04-29,HAS,Consumer Discretionary,BUY,0.5220124664226133
1704,2020-04-29,MAS,Industrials,BUY,0.5180177435777739
1705,2020-04-30,ICE,Financials,BUY,0.5058358124310651
1706,2020-04-30,CI,Health Care,SELL,0.48674725155936216
1707,2020-04-30,MCO,Financials,BUY,0.513613394486493
1708,2020-04-30,SWK,Industrials,BUY,0.5112867454081251
1709,2020-04-30,AMGN,Health Care,SELL,0.4860307747431359
1710,2020-04-30,CHD,Consumer Staples,SELL,0.36254297728633617
1711,2020-04-30,COP,Energy,SELL,0.35754838645585285
1712,2020-04-30,AMZN,Consumer Discretionary,BUY,0.5078854080783898
1713,2020-04-30,MO,Consumer Staples,SELL,0.38199658733575115
1714,2020-04-30,TXT,Industrials,BUY,0.525073290938987
